TimeElapsed,time,territoryName,totalMandates,availableMandates,numParishes,numParishesApproved,blankVotes,blankVotesPercentage,nullVotes,nullVotesPercentage,votersPercentage,subscribedVoters,totalVoters,pre.blankVotes,pre.blankVotesPercentage,pre.nullVotes,pre.nullVotesPercentage,pre.votersPercentage,pre.subscribedVoters,pre.totalVoters,Party,Mandates,Percentage,validVotesPercentage,Votes,Hondt,FinalMandates
120,2019-10-06 22:10:01,Madeira,6,0,54,54,697,0.54,2292,1.77,50.29,258144,129821,1018,0.81,3597,2.88,48.9,255821,125104,B.E.,0,5.24,5.37,6806,0,0
110,2019-10-06 22:00:02,Leiria,4,6,110,105,6802,3.64,4424,2.37,53.63,348260,186761,5750,2.86,4026,2.0,56.06,358553,200999,PURP,0,0.22,0.23,412,0,0
185,2019-10-06 23:15:01,Vila Real,5,0,197,197,2258,2.25,2397,2.39,45.76,219087,100260,1919,1.74,1960,1.78,48.26,228497,110273,NC,0,0.17,0.18,171,0,0
245,2019-10-07 00:15:01,Porto,40,0,243,243,21233,2.27,15185,1.63,58.59,1594688,934379,18902,1.97,14073,1.47,60.3,1591787,959919,PCTP/MRPP,0,0.54,0.56,5047,0,0
90,2019-10-06 21:40:02,Setúbal,1,17,55,28,2239,2.34,1527,1.6,53.56,178498,95605,1801,1.77,1587,1.56,58.21,174789,101741,NC,0,0.29,0.3,273,0,0
260,2019-10-07 00:30:02,Setúbal,18,0,55,55,8191,2.07,6038,1.53,53.64,736683,395160,7261,1.71,6183,1.46,58.33,726049,423500,PCP-PEV,3,15.75,16.34,62236,3,3
245,2019-10-07 00:15:01,Madeira,6,0,54,54,697,0.54,2292,1.77,50.29,258144,129821,1018,0.81,3597,2.88,48.9,255821,125104,PPD/PSD,3,37.15,38.03,48231,3,3
255,2019-10-07 00:25:01,Faro,9,0,67,67,4900,2.84,3069,1.78,45.83,376801,172699,4286,2.25,3079,1.62,51.38,370764,190484,IL,0,0.82,0.86,1424,0,0
0,2019-10-06 20:10:02,Bragança,0,3,226,96,268,1.91,323,2.3,42.88,32796,14064,265,1.64,321,1.99,45.24,35671,16138,PURP,0,0.23,0.24,33,0,0
110,2019-10-06 22:00:02,Santarém,5,4,141,140,5951,2.91,3947,1.93,54.5,375118,204448,5077,2.26,3905,1.74,57.94,388035,224839,CDS-PP,0,4.75,4.99,9703,0,0
0,2019-10-06 20:10:02,Setúbal,0,18,55,3,40,1.41,39,1.38,49.12,5767,2833,42,1.19,40,1.14,55.21,6383,3524,NC,0,0.21,0.22,6,0,0
125,2019-10-06 22:15:01,Aveiro,5,11,147,121,7282,3.05,4415,1.85,53.9,443403,238980,6345,2.52,4326,1.72,55.81,451203,251832,PCTP/MRPP,0,0.52,0.55,1248,0,0
155,2019-10-06 22:45:01,Porto,26,14,243,235,18005,2.3,13170,1.68,58.47,1340833,783964,15731,1.96,11858,1.48,60.17,1335290,803491,MPT,0,0.18,0.19,1435,0,0
260,2019-10-07 00:30:02,Coimbra,9,0,155,155,6889,3.38,3814,1.87,53.66,380095,203950,5929,2.69,3536,1.61,56.33,390947,220211,PCP-PEV,0,5.59,5.9,11402,0,0
200,2019-10-06 23:30:01,Coimbra,9,0,155,155,6889,3.38,3814,1.87,53.66,380095,203950,5929,2.69,3536,1.61,56.33,390947,220211,IL,0,0.82,0.87,1676,0,0
185,2019-10-06 23:15:01,Faro,9,0,67,67,4903,2.84,3064,1.77,45.83,376800,172697,4286,2.25,3079,1.62,51.38,370764,190484,R.I.R.,0,0.6,0.63,1038,0,0
35,2019-10-06 20:45:02,Faro,0,9,67,15,239,3.26,149,2.03,52.16,14071,7340,197,2.37,158,1.9,56.47,14706,8304,CH,0,1.57,1.65,115,0,0
65,2019-10-06 21:15:02,Setúbal,0,18,55,23,899,2.43,533,1.44,52.14,70885,36962,696,1.67,505,1.22,57.8,71900,41560,MPT,0,0.23,0.24,84,0,0
5,2019-10-06 20:15:02,Setúbal,0,18,55,3,40,1.41,39,1.38,49.12,5767,2833,42,1.19,40,1.14,55.21,6383,3524,PCTP/MRPP,0,1.41,1.45,40,0,0
105,2019-10-06 21:55:01,Faro,3,6,67,64,4353,2.88,2710,1.79,45.92,329658,151378,3774,2.26,2691,1.61,51.4,325471,167279,PPD/PSD,1,22.41,23.5,33918,3,3
250,2019-10-07 00:20:02,Setúbal,12,6,55,54,7884,2.1,5730,1.53,53.5,700511,374752,6936,1.73,5906,1.47,58.12,689146,400500,MAS,0,0.08,0.09,311,0,0
185,2019-10-06 23:15:01,Lisboa,28,20,134,123,20164,2.22,13668,1.51,56.9,1595133,907641,18557,1.95,14354,1.51,60.28,1575111,949426,PNR,0,0.45,0.47,4101,0,0
115,2019-10-06 22:05:02,Bragança,1,2,226,224,1172,2.04,1304,2.27,44.59,128614,57348,1074,1.7,1265,2.0,46.9,134747,63194,B.E.,0,5.86,6.12,3360,0,0
230,2019-10-07 00:00:02,Território Nacional,210,16,3092,3088,128360,2.55,87677,1.75,54.45,9227156,5024053,111410,2.1,85545,1.61,56.93,9323907,5307843,B.E.,17,9.67,10.1,485657,23,19
185,2019-10-06 23:15:01,Coimbra,9,0,155,155,6889,3.38,3814,1.87,53.66,380095,203950,5929,2.69,3536,1.61,56.33,390947,220211,CDS-PP,0,3.48,3.68,7103,0,0
115,2019-10-06 22:05:02,Bragança,1,2,226,224,1172,2.04,1304,2.27,44.59,128614,57348,1074,1.7,1265,2.0,46.9,134747,63194,CH,0,0.8,0.84,461,0,0
110,2019-10-06 22:00:02,Leiria,4,6,110,105,6802,3.64,4424,2.37,53.63,348260,186761,5750,2.86,4026,2.0,56.06,358553,200999,B.E.,0,8.97,9.55,16759,1,1
15,2019-10-06 20:25:02,Évora,0,3,69,21,138,1.72,108,1.34,55.48,14494,8041,97,1.0,111,1.14,62.58,15541,9726,PAN,0,1.11,1.14,89,0,0
200,2019-10-06 23:30:01,Coimbra,9,0,155,155,6889,3.38,3814,1.87,53.66,380095,203950,5929,2.69,3536,1.61,56.33,390947,220211,PDR,0,0.22,0.23,453,0,0
240,2019-10-07 00:10:02,Leiria,10,0,110,110,8202,3.67,5152,2.3,53.88,415065,223632,6902,2.89,4699,1.97,56.26,423801,238433,PS,4,31.07,33.04,69482,4,4
0,2019-10-06 20:10:02,Viana do Castelo,0,6,208,96,903,2.89,547,1.75,47.9,65198,31229,843,2.41,590,1.69,46.86,74584,34952,NC,0,0.24,0.26,76,0,0
65,2019-10-06 21:15:02,Porto,4,36,243,153,5226,2.28,4355,1.9,57.89,396635,229610,4143,1.75,3558,1.5,59.18,400682,237107,JPP,0,0.13,0.13,289,0,0
45,2019-10-06 20:55:01,Madeira,0,6,54,11,39,0.55,117,1.65,51.16,13838,7080,85,1.26,211,3.12,47.03,14373,6759,PAN,0,0.85,0.87,60,0,0
85,2019-10-06 21:35:01,Porto,7,33,243,182,8269,2.35,6477,1.84,57.04,617542,352238,6645,1.83,5432,1.5,58.58,619592,362982,A,0,0.37,0.39,1309,0,0
260,2019-10-07 00:30:02,Açores,5,0,156,156,3926,4.7,1363,1.63,36.5,228954,83565,3047,3.25,1583,1.69,41.22,227546,93803,PCP-PEV,0,2.45,2.61,2045,0,0
70,2019-10-06 21:20:02,Beja,3,0,75,75,1371,2.13,1094,1.7,52.26,122987,64269,1230,1.65,1132,1.52,57.77,128926,74485,PDR,0,0.16,0.16,101,0,0
150,2019-10-06 22:40:02,Lisboa,19,29,134,111,15591,2.24,10540,1.51,56.7,1230187,697512,14315,1.96,10979,1.5,60.1,1217334,731663,PPM,0,0.18,0.19,1288,0,0
135,2019-10-06 22:25:01,Castelo Branco,4,0,120,120,2250,2.4,2232,2.38,55.09,170075,93695,2091,2.01,2167,2.08,57.46,181378,104223,PDR,0,0.13,0.14,125,0,0
105,2019-10-06 21:55:01,Bragança,1,2,226,222,1169,2.05,1297,2.27,44.6,127926,57060,1068,1.7,1252,1.99,46.92,133988,62871,PS,0,36.92,38.59,21066,1,1
240,2019-10-07 00:10:02,Madeira,6,0,54,54,697,0.54,2292,1.77,50.29,258144,129821,1018,0.81,3597,2.88,48.9,255821,125104,PS,3,33.41,34.2,43373,3,3
120,2019-10-06 22:10:01,Leiria,4,6,110,108,7041,3.61,4602,2.36,53.41,364681,194787,5973,2.85,4194,2.0,55.85,375399,209660,PDR,0,0.26,0.27,503,0,0
110,2019-10-06 22:00:02,Faro,3,6,67,64,4353,2.88,2710,1.79,45.92,329658,151378,3774,2.26,2691,1.61,51.4,325471,167279,PS,2,37.02,38.84,56046,5,5
120,2019-10-06 22:10:01,Viana do Castelo,6,0,208,208,3617,2.97,2184,1.79,50.6,240917,121898,3228,2.51,2141,1.67,50.74,253219,128488,JPP,0,0.48,0.51,587,0,0
130,2019-10-06 22:20:02,Beja,3,0,75,75,1371,2.13,1094,1.7,52.26,122987,64269,1230,1.65,1132,1.52,57.77,128926,74485,PNR,0,0.31,0.32,200,0,0
185,2019-10-06 23:15:01,Coimbra,9,0,155,155,6889,3.38,3814,1.87,53.66,380095,203950,5929,2.69,3536,1.61,56.33,390947,220211,PPD/PSD,3,26.61,28.09,54279,3,3
130,2019-10-06 22:20:02,Viana do Castelo,6,0,208,208,3617,2.97,2199,1.8,50.6,240917,121913,3228,2.51,2141,1.67,50.74,253219,128488,PCTP/MRPP,0,0.55,0.58,671,0,0
90,2019-10-06 21:40:02,Açores,1,4,156,133,3076,4.93,1000,1.6,35.98,173284,62351,2349,3.34,1219,1.73,40.87,172204,70372,PTP,0,0.17,0.18,104,0,0
150,2019-10-06 22:40:02,Castelo Branco,4,0,120,120,2250,2.4,2232,2.38,55.09,170075,93695,2091,2.01,2167,2.08,57.46,181378,104223,CH,0,1.27,1.33,1187,0,0
70,2019-10-06 21:20:02,Castelo Branco,1,3,120,118,1864,2.4,1945,2.5,54.87,141734,77764,1763,2.03,1906,2.19,57.13,152132,86916,PAN,0,2.33,2.45,1810,0,0
200,2019-10-06 23:30:01,Aveiro,16,0,147,147,10642,3.02,6375,1.81,54.55,645655,352179,9163,2.49,6130,1.67,56.31,653597,368071,CH,0,0.74,0.78,2600,0,0
110,2019-10-06 22:00:02,Lisboa,4,44,134,76,7425,2.45,4736,1.56,58.06,521425,302721,6588,2.08,4772,1.51,60.94,519291,316479,NC,0,0.23,0.24,698,0,0
100,2019-10-06 21:50:01,Viseu,4,4,277,273,4839,2.78,3597,2.07,51.04,340875,173982,4106,2.2,3541,1.9,51.21,364336,186588,CH,0,0.97,1.02,1687,0,0
140,2019-10-06 22:30:01,Bragança,3,0,226,226,1306,2.06,1416,2.23,44.89,141541,63534,1189,1.71,1408,2.02,47.23,147465,69644,PPM,0,0.12,0.12,75,0,0
100,2019-10-06 21:50:01,Açores,2,3,156,143,3433,4.85,1155,1.63,36.12,196018,70806,2637,3.3,1380,1.73,41.05,194650,79909,A,0,0.8,0.85,565,0,0
185,2019-10-06 23:15:01,Aveiro,16,0,147,147,10642,3.02,6375,1.81,54.55,645655,352179,9163,2.49,6130,1.67,56.31,653597,368071,PURP,0,0.2,0.21,701,0,0
175,2019-10-06 23:05:01,Portalegre,2,0,69,69,1188,2.32,988,1.93,53.13,96391,51212,1130,1.92,896,1.52,58.31,101189,59004,PAN,0,1.66,1.74,852,0,0
175,2019-10-06 23:05:01,Bragança,3,0,226,226,1306,2.06,1416,2.23,44.89,141541,63534,1189,1.71,1408,2.02,47.23,147465,69644,PCP-PEV,0,2.12,2.22,1347,0,0
105,2019-10-06 21:55:01,Santarém,5,4,141,140,5951,2.91,3947,1.93,54.5,375118,204448,5077,2.26,3905,1.74,57.94,388035,224839,PAN,0,2.58,2.71,5269,0,0
70,2019-10-06 21:20:02,Território Nacional,36,190,3092,2568,59406,2.77,42440,1.98,52.65,4079553,2147881,49630,2.15,40011,1.74,54.69,4215780,2305639,PCTP/MRPP,0,0.68,0.71,14622,1,0
195,2019-10-06 23:25:02,Açores,5,0,156,156,3926,4.7,1363,1.63,36.5,228954,83565,3047,3.25,1583,1.69,41.22,227546,93803,PTP,0,0.17,0.19,145,0,0
255,2019-10-07 00:25:01,Faro,9,0,67,67,4900,2.84,3069,1.78,45.83,376801,172699,4286,2.25,3079,1.62,51.38,370764,190484,PTP,0,0.21,0.22,356,0,0
150,2019-10-06 22:40:02,Aveiro,9,7,147,135,8944,3.01,5400,1.82,54.41,546326,297272,7821,2.51,5219,1.67,56.28,554013,311820,B.E.,1,9.85,10.35,29270,2,2
85,2019-10-06 21:35:01,Faro,3,6,67,61,4129,2.91,2541,1.79,45.89,309740,142127,3576,2.27,2522,1.6,51.34,306166,157191,NC,0,0.39,0.41,551,0,0
225,2019-10-06 23:55:01,Madeira,6,0,54,54,697,0.54,2292,1.77,50.29,258144,129821,1018,0.81,3597,2.88,48.9,255821,125104,A,0,0.49,0.5,630,0,0
135,2019-10-06 22:25:01,Leiria,4,6,110,108,7041,3.61,4602,2.36,53.41,364681,194787,5973,2.85,4194,2.0,55.85,375399,209660,PURP,0,0.22,0.23,430,0,0
50,2019-10-06 21:00:01,Leiria,0,10,110,59,2832,3.86,1771,2.42,53.54,136921,73309,2337,2.95,1604,2.02,55.02,144038,79256,MAS,0,0.07,0.07,48,0,0
10,2019-10-06 20:20:02,Santarém,0,9,141,40,609,2.65,495,2.16,56.78,40414,22948,525,2.03,530,2.05,59.47,43503,25872,PCTP/MRPP,0,0.83,0.87,191,0,0
185,2019-10-06 23:15:01,Beja,3,0,75,75,1371,2.13,1094,1.7,52.26,122987,64269,1230,1.65,1132,1.52,57.77,128926,74485,PDR,0,0.16,0.16,101,0,0
110,2019-10-06 22:00:02,Território Nacional,82,144,3092,2907,89944,2.7,62742,1.88,53.42,6236911,3331663,75966,2.14,59548,1.68,55.71,6366306,3546649,PTP,0,0.16,0.17,5415,0,0
30,2019-10-06 20:40:02,Faro,0,9,67,15,239,3.26,149,2.03,52.16,14071,7340,197,2.37,158,1.9,56.47,14706,8304,CH,0,1.57,1.65,115,0,0
75,2019-10-06 21:25:02,Beja,3,0,75,75,1371,2.13,1094,1.7,52.26,122987,64269,1230,1.65,1132,1.52,57.77,128926,74485,NC,0,0.18,0.19,118,0,0
230,2019-10-07 00:00:02,Aveiro,16,0,147,147,10642,3.02,6375,1.81,54.55,645655,352179,9163,2.49,6130,1.67,56.31,653597,368071,PURP,0,0.2,0.21,701,0,0
175,2019-10-06 23:05:01,Viseu,8,0,277,277,4995,2.81,3700,2.08,51.04,348061,177647,4235,2.22,3632,1.9,51.28,371931,190712,PTP,0,0.13,0.14,239,0,0
120,2019-10-06 22:10:01,Guarda,3,0,242,242,2026,2.64,2057,2.68,50.58,151535,76649,1689,1.98,1987,2.32,52.29,163462,85469,PDR,0,0.13,0.14,103,0,0
100,2019-10-06 21:50:01,Açores,2,3,156,143,3433,4.85,1155,1.63,36.12,196018,70806,2637,3.3,1380,1.73,41.05,194650,79909,PCP-PEV,0,2.34,2.5,1656,0,0
220,2019-10-06 23:50:02,Leiria,10,0,110,110,8202,3.67,5152,2.3,53.87,414969,223540,6902,2.89,4699,1.97,56.26,423801,238433,MAS,0,0.08,0.08,169,0,0
190,2019-10-06 23:20:01,Viseu,8,0,277,277,4995,2.81,3700,2.08,51.04,348061,177647,4235,2.22,3632,1.9,51.28,371931,190712,NC,0,0.19,0.2,332,0,0
20,2019-10-06 20:30:02,Bragança,0,3,226,96,268,1.91,323,2.3,42.88,32796,14064,265,1.64,321,1.99,45.24,35671,16138,NC,0,0.18,0.19,26,0,0
75,2019-10-06 21:25:02,Aveiro,2,14,147,90,4566,3.07,2752,1.85,53.85,276062,148663,3991,2.54,2721,1.73,55.7,281672,156903,PURP,0,0.2,0.22,304,0,0
195,2019-10-06 23:25:02,Açores,5,0,156,156,3926,4.7,1363,1.63,36.5,228954,83565,3047,3.25,1583,1.69,41.22,227546,93803,CDS-PP,0,4.8,5.13,4014,0,0
110,2019-10-06 22:00:02,Guarda,3,0,242,242,2026,2.64,2057,2.68,50.58,151535,76649,1689,1.98,1987,2.32,52.29,163462,85469,PURP,0,0.2,0.21,154,0,0
135,2019-10-06 22:25:01,Coimbra,5,4,155,154,6229,3.44,3577,1.97,52.72,343845,181289,5328,2.7,3294,1.67,55.46,355353,197073,NC,0,0.2,0.22,370,0,0
85,2019-10-06 21:35:01,Évora,0,3,69,64,1095,2.17,722,1.43,54.2,93011,50416,901,1.54,737,1.26,59.96,97416,58414,PPM,0,0.15,0.15,75,0,0
230,2019-10-07 00:00:02,Território Nacional,210,16,3092,3088,128360,2.55,87677,1.75,54.45,9227156,5024053,111410,2.1,85545,1.61,56.93,9323907,5307843,PURP,0,0.2,0.21,10259,0,0
230,2019-10-07 00:00:02,Faro,9,0,67,67,4900,2.84,3069,1.78,45.83,376801,172699,4286,2.25,3079,1.62,51.38,370764,190484,PS,5,36.75,38.53,63469,5,5
210,2019-10-06 23:40:01,Coimbra,9,0,155,155,6889,3.38,3814,1.87,53.66,380095,203950,5929,2.69,3536,1.61,56.33,390947,220211,A,0,1.03,1.09,2106,0,0
195,2019-10-06 23:25:02,Beja,3,0,75,75,1371,2.13,1094,1.7,52.26,122987,64269,1230,1.65,1132,1.52,57.77,128926,74485,PPD/PSD,0,13.29,13.82,8544,0,0
250,2019-10-07 00:20:02,Coimbra,9,0,155,155,6889,3.38,3814,1.87,53.66,380095,203950,5929,2.69,3536,1.61,56.33,390947,220211,MAS,0,0.12,0.13,251,0,0
120,2019-10-06 22:10:01,Madeira,6,0,54,54,697,0.54,2292,1.77,50.29,258144,129821,1018,0.81,3597,2.88,48.9,255821,125104,PTP,0,0.91,0.93,1185,0,0
10,2019-10-06 20:20:02,Faro,0,9,67,15,239,3.26,149,2.03,52.16,14071,7340,197,2.37,158,1.9,56.47,14706,8304,IL,0,0.41,0.43,30,0,0
95,2019-10-06 21:45:02,Porto,9,31,243,196,9541,2.35,7524,1.85,57.21,709332,405786,7734,1.85,6310,1.51,58.78,711591,418292,PDR,0,0.18,0.19,738,0,0
260,2019-10-07 00:30:02,Guarda,3,0,242,242,2026,2.64,2057,2.68,50.58,151535,76649,1689,1.98,1987,2.32,52.29,163462,85469,PPD/PSD,1,34.37,36.3,26343,1,1
130,2019-10-06 22:20:02,Castelo Branco,4,0,120,120,2250,2.4,2232,2.38,55.09,170075,93695,2091,2.01,2167,2.08,57.46,181378,104223,PCP-PEV,0,4.75,4.99,4451,0,0
50,2019-10-06 21:00:01,Bragança,0,3,226,200,833,2.06,925,2.29,44.39,91160,40467,743,1.64,891,1.96,46.73,97249,45441,PURP,0,0.32,0.33,128,0,0
235,2019-10-07 00:05:01,Braga,19,0,347,347,14504,3.12,8029,1.72,59.83,778173,465570,10708,2.26,6112,1.29,60.21,787768,474341,PCP-PEV,0,3.96,4.16,18443,0,0
105,2019-10-06 21:55:01,Coimbra,3,6,155,151,5868,3.46,3405,2.01,52.73,322032,169797,5039,2.73,3152,1.71,55.44,333455,184862,PS,2,40.14,42.46,68155,5,5
185,2019-10-06 23:15:01,Porto,30,10,243,240,19726,2.28,14297,1.65,58.55,1477483,865138,17383,1.96,13069,1.47,60.26,1473014,887586,MAS,0,0.06,0.06,497,0,0
165,2019-10-06 22:55:02,Portalegre,2,0,69,69,1188,2.32,988,1.93,53.13,96391,51212,1130,1.92,896,1.52,58.31,101189,59004,PTP,0,0.12,0.12,61,0,0
240,2019-10-07 00:10:02,Coimbra,9,0,155,155,6889,3.38,3814,1.87,53.66,380095,203950,5929,2.69,3536,1.61,56.33,390947,220211,PAN,0,2.63,2.77,5355,0,0
100,2019-10-06 21:50:01,Beja,3,0,75,75,1371,2.13,1094,1.7,52.26,122987,64269,1230,1.65,1132,1.52,57.77,128926,74485,PCTP/MRPP,0,1.35,1.4,865,0,0
25,2019-10-06 20:35:02,Viana do Castelo,0,6,208,96,903,2.89,547,1.75,47.9,65198,31229,843,2.41,590,1.69,46.86,74584,34952,PTP,0,0.2,0.21,64,0,0
235,2019-10-07 00:05:01,Aveiro,16,0,147,147,10642,3.02,6375,1.81,54.55,645655,352179,9163,2.49,6130,1.67,56.31,653597,368071,PDR,0,0.16,0.17,561,0,0
25,2019-10-06 20:35:02,Aveiro,0,16,147,12,186,2.92,101,1.59,53.3,11953,6371,124,1.82,111,1.63,54.56,12511,6826,PCP-PEV,0,2.39,2.5,152,0,0
210,2019-10-06 23:40:01,Coimbra,9,0,155,155,6889,3.38,3814,1.87,53.66,380095,203950,5929,2.69,3536,1.61,56.33,390947,220211,PPM,0,0.12,0.13,245,0,0
85,2019-10-06 21:35:01,Aveiro,4,12,147,102,5886,3.09,3531,1.86,54.0,352297,190251,5095,2.54,3431,1.71,55.95,358515,200579,PCP-PEV,0,2.82,2.97,5369,0,0
105,2019-10-06 21:55:01,Leiria,4,6,110,102,6478,3.65,4234,2.39,54.08,328103,177428,5520,2.9,3843,2.02,56.41,337961,190648,B.E.,0,8.84,9.41,15691,1,1
35,2019-10-06 20:45:02,Aveiro,0,16,147,12,186,2.92,101,1.59,53.3,11953,6371,124,1.82,111,1.63,54.56,12511,6826,PS,0,34.33,35.95,2187,7,7
10,2019-10-06 20:20:02,Bragança,0,3,226,96,268,1.91,323,2.3,42.88,32796,14064,265,1.64,321,1.99,45.24,35671,16138,PCTP/MRPP,0,0.59,0.62,83,0,0
10,2019-10-06 20:20:02,Viseu,0,8,277,153,1485,2.6,1242,2.17,49.57,115266,57142,1265,1.99,1249,1.97,49.48,128277,63473,B.E.,0,6.37,6.69,3641,0,0
70,2019-10-06 21:20:02,Aveiro,2,14,147,90,4566,3.07,2752,1.85,53.85,276062,148663,3991,2.54,2721,1.73,55.7,281672,156903,IL,0,0.82,0.87,1226,0,0
245,2019-10-07 00:15:01,Faro,9,0,67,67,4900,2.84,3069,1.78,45.83,376801,172699,4286,2.25,3079,1.62,51.38,370764,190484,PCP-PEV,0,7.05,7.39,12180,0,0
230,2019-10-07 00:00:02,Castelo Branco,4,0,120,120,2250,2.4,2232,2.38,55.09,170075,93695,2091,2.01,2167,2.08,57.46,181378,104223,IL,0,0.58,0.61,543,0,0
100,2019-10-06 21:50:01,Vila Real,2,3,197,192,1891,2.24,2058,2.44,44.79,188112,84261,1587,1.7,1730,1.85,47.33,197712,93570,PPM,0,0.2,0.21,172,0,0
90,2019-10-06 21:40:02,Aveiro,4,12,147,110,6258,3.08,3786,1.87,53.94,376266,202947,5413,2.53,3678,1.72,55.89,383284,214215,PAN,0,2.82,2.97,5720,0,0
55,2019-10-06 21:05:01,Castelo Branco,0,4,120,115,1411,2.41,1564,2.67,55.08,106166,58479,1351,2.03,1533,2.31,57.12,116410,66499,PPD/PSD,0,27.51,28.99,16088,1,1
50,2019-10-06 21:00:01,Braga,4,15,347,239,6737,3.11,4090,1.89,59.42,364865,216795,4883,2.2,2879,1.3,59.09,376176,222268,PPD/PSD,2,34.03,35.82,73769,8,8
170,2019-10-06 23:00:01,Viseu,8,0,277,277,4995,2.81,3700,2.08,51.04,348061,177647,4235,2.22,3632,1.9,51.28,371931,190712,PNR,0,0.18,0.19,326,0,0
140,2019-10-06 22:30:01,Faro,9,0,67,67,4903,2.84,3064,1.77,45.83,376800,172697,4286,2.25,3079,1.62,51.38,370764,190484,L,0,0.99,1.04,1705,0,0
65,2019-10-06 21:15:02,Santarém,1,8,141,115,3698,2.89,2496,1.95,54.45,235365,128165,3081,2.16,2532,1.78,57.93,245717,142352,PAN,0,2.5,2.63,3204,0,0
75,2019-10-06 21:25:02,Guarda,0,3,242,238,1672,2.68,1716,2.75,49.3,126542,62382,1442,2.03,1648,2.32,51.21,138524,70936,PCP-PEV,0,3.04,3.22,1897,0,0
60,2019-10-06 21:10:01,Santarém,1,8,141,115,3698,2.89,2496,1.95,54.45,235365,128165,3081,2.16,2532,1.78,57.93,245717,142352,R.I.R.,0,0.64,0.68,824,0,0
85,2019-10-06 21:35:01,Leiria,2,8,110,90,5507,3.77,3540,2.42,53.72,271857,146047,4552,2.9,3231,2.06,55.87,281361,157209,NC,0,0.26,0.28,385,0,0
210,2019-10-06 23:40:01,Lisboa,39,9,134,132,22963,2.15,15721,1.47,57.07,1867901,1065997,21416,1.92,16667,1.49,60.39,1849653,1116978,B.E.,4,9.76,10.13,104055,5,5
125,2019-10-06 22:15:01,Viseu,8,0,277,277,4991,2.81,3704,2.08,51.05,348057,177681,4235,2.22,3632,1.9,51.28,371931,190712,PNR,0,0.18,0.19,325,0,0
225,2019-10-06 23:55:01,Portalegre,2,0,69,69,1188,2.32,988,1.93,53.13,96391,51212,1130,1.92,896,1.52,58.31,101189,59004,PAN,0,1.66,1.74,852,0,0
130,2019-10-06 22:20:02,Portalegre,2,0,69,69,1188,2.32,988,1.93,53.13,96391,51212,1130,1.92,896,1.52,58.31,101189,59004,CDS-PP,0,3.82,3.99,1955,0,0
50,2019-10-06 21:00:01,Açores,0,5,156,69,1197,5.46,296,1.35,38.51,56949,21930,910,3.6,430,1.7,44.27,57065,25262,PPD/PSD,0,30.83,33.09,6762,2,2
65,2019-10-06 21:15:02,Coimbra,1,8,155,126,3848,3.61,2338,2.2,51.91,205076,106449,3211,2.73,2194,1.86,54.83,214675,117704,PCP-PEV,0,4.71,5.0,5015,0,0
170,2019-10-06 23:00:01,Aveiro,11,5,147,146,10395,3.02,6270,1.82,54.67,630414,344654,8947,2.48,5990,1.66,56.45,638293,360298,PCTP/MRPP,0,0.54,0.57,1856,0,0
155,2019-10-06 22:45:01,Madeira,6,0,54,54,697,0.54,2292,1.77,50.29,258144,129821,1018,0.81,3597,2.88,48.9,255821,125104,PCTP/MRPP,0,0.61,0.62,790,0,0
35,2019-10-06 20:45:02,Lisboa,0,48,134,6,127,2.78,114,2.49,55.33,8265,4573,119,2.43,104,2.12,58.24,8414,4900,PS,0,34.64,36.57,1584,20,20
35,2019-10-06 20:45:02,Portalegre,0,2,69,23,136,1.86,139,1.9,57.36,12730,7302,140,1.65,105,1.24,61.67,13766,8489,PNR,0,0.21,0.21,15,0,0
160,2019-10-06 22:50:01,Portalegre,2,0,69,69,1188,2.32,988,1.93,53.13,96391,51212,1130,1.92,896,1.52,58.31,101189,59004,PCTP/MRPP,0,1.21,1.27,622,0,0
125,2019-10-06 22:15:01,Faro,6,3,67,66,4837,2.83,3038,1.78,45.76,373593,170974,4232,2.24,3038,1.61,51.3,367573,188561,MPT,0,0.43,0.45,731,0,0
250,2019-10-07 00:20:02,Viseu,8,0,277,277,4995,2.81,3700,2.08,51.04,348061,177647,4235,2.22,3632,1.9,51.28,371931,190712,NC,0,0.19,0.2,332,0,0
120,2019-10-06 22:10:01,Aveiro,5,11,147,121,7282,3.05,4415,1.85,53.9,443403,238980,6345,2.52,4326,1.72,55.81,451203,251832,PPM,0,0.12,0.13,286,0,0
40,2019-10-06 20:50:01,Castelo Branco,0,4,120,113,1371,2.39,1544,2.69,55.09,104284,57446,1315,2.01,1509,2.31,57.18,114233,65324,L,0,0.7,0.74,402,0,0
210,2019-10-06 23:40:01,Lisboa,39,9,134,132,22963,2.15,15721,1.47,57.07,1867901,1065997,21416,1.92,16667,1.49,60.39,1849653,1116978,CH,0,2.02,2.1,21538,1,1
225,2019-10-06 23:55:01,Évora,3,0,69,69,1680,2.27,1047,1.41,54.15,136696,74026,1421,1.68,1079,1.28,59.9,141258,84617,PAN,0,1.95,2.03,1446,0,0
140,2019-10-06 22:30:01,Portalegre,2,0,69,69,1188,2.32,988,1.93,53.13,96391,51212,1130,1.92,896,1.52,58.31,101189,59004,PNR,0,0.31,0.32,158,0,0
10,2019-10-06 20:20:02,Braga,0,19,347,61,888,2.89,1029,3.35,57.16,53691,30689,648,2.03,428,1.34,56.26,56801,31957,B.E.,0,5.98,6.38,1835,1,2
